REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,AGE_GROUP,2010_hdi,2018_hdi,2010_hcp,2018_hcp,2010_hci,2018_hci
NZL,New Zealand,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,7.07946369922792,6.08039908361565,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,7.50800490781641,6.90564309823172,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,7.34771286191941,6.66858317455607,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,6.73094147798009,6.64015194972402,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,6.71229677585955,6.43738811939337,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,5.80816037001263,6.56263525206888,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,5.83847618671327,6.3083633756577,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,5.27826562881173,5.64793417292557,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,5.33415082771306,5.42576827855681,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,4.05200917109933,4.8745882620983,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,4.04008262431688,4.74601160234944,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,13.853329024441,15.9132411914545,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,307995.0,393209.0,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,12.0739169198994,14.1879888458418,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,256865.0,344718.0,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,564861.0,737927.0,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,12.9832174904356,15.0578869326057,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,3.19208358050952,3.97710637107937,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,3.05944214239971,3.81193007640858,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,2.50830196933785,2.93017568630403,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,2.27259204278816,2.64212631131428,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,4.10093430349425,4.13137087197281,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,2.70180011039467,2.98792085576947,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,33761.90096399468,43257.07692388786,69.214,71.859,0.778691291809082,0.7712140083312988
NZL,New Zealand,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,0.3369408958778308,1.6336762235868036,69.214,71.859,0.778691291809082,0.7712140083312988
NIC,Nicaragua,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,10.154256190629,9.42533374046102,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,10.2621813125946,9.93503192466672,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.92529814879903,8.99227138676613,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.76577739287685,9.21001089660966,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.5899394072411,8.09126319252749,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,7.49909518896129,7.9226949348166,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.29416206838167,7.09084474435706,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.30447836645175,6.78823661963236,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,5.18740647138814,5.99866889531681,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,5.0748761087818,5.8229244517092,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,4.25784270740903,4.97095834466022,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.97216927270587,4.82153921404886,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,3.47691464335564,4.07649656689631,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,3.13704510281121,3.78567002866617,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.88761055871581,3.29599775762185,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.50902902903614,2.89955970196334,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,2.17101939403132,2.6289701672425,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.87222665875959,2.21355161937095,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.63500981916675,2.12878399391952,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,1.42375278521162,1.71315298811353,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,4.90886433388625,5.66915056558119,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,143366.0,184456.0,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,108740.0,136042.0,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,3.8602904305871,4.32374674289579,69.675,70.635,,0.507381021976471
NIC,Nicaragua,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,4.39405136428204,5.00772646591918,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,252106.0,320499.0,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,1.3128802027417,1.40300769419076,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,1.09131127576493,1.12493947431526,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.979263077142476,1.03646984030586,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.743480434870201,0.797294297292629,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.981711234835333,1.10088903716505,69.675,70.635,,0.507381021976471
NIC,Nicaragua,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.601745934740359,0.688359983174376,69.675,70.635,,0.507381021976471
NIC,Nicaragua,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,2.938809240386803,-4.629416757141655,69.675,70.635,,0.507381021976471
NIC,Nicaragua,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,1526.567069514084,2035.165493905072,69.675,70.635,,0.507381021976471
NER,Niger,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,8.00760675083816,8.48513892769956,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,8.14279169306622,8.56760308874626,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.67657243925615,6.64620209666866,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,6.83680019718027,6.72841833253635,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,5.49142815643848,5.41368663667241,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,5.65463037520029,5.50949785080073,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,4.50590899048451,4.50563370708293,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,4.60181838725041,4.61879538753878,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,3.78579875020569,3.65130771165508,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,3.85696350019761,3.7356388803701,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.19268423250844,3.00902413844321,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.234154425138,3.03361195222629,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,2.60714459721206,2.51318742657918,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.6003862559253,2.5121553145969,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.07155260881463,2.05609196286168,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.01890470558116,2.01387363976928,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.65847637614194,1.59980208275403,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.41021313680144,1.52134908556107,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.30482252191491,1.1643017523961,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,0.974149648188644,1.07187643026385,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,227290.0,303660.0,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,2.78591427329085,2.77981729272185,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,168732.0,249138.0,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.01103847160504,2.21174192492812,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,396022.0,552798.0,84.321,80.127,,0.3180294632911682
NER,Niger,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,2.39305070094211,2.49142005101931,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.820532589001038,0.865503468014554,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.589896036991323,0.633021379069639,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.436058278791831,0.489625479144882,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.3008894088549,0.339865423643513,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.224500883583066,0.260386593166317,84.321,80.127,,0.3180294632911682
NER,Niger,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.146103377570173,0.166978691951124,84.321,80.127,,0.3180294632911682
NER,Niger,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,474.4256923408307,578.5680356808915,84.321,80.127,,0.3180294632911682
NER,Niger,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.607665895525727,3.57478885227313,84.321,80.127,,0.3180294632911682
NGA,Nigeria,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,8.62460012857567,8.6481797673471,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,8.72940586389315,8.7958921333412,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,7.66426337861454,7.31950907816124,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,7.6997672243384,7.38351611141339,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.55310756694641,6.3406317924897,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.56705476158993,6.35089887553295,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,5.21839572966462,5.55223553145404,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,5.20229969883267,5.56030557836595,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,4.16656147802487,4.56359032921372,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,4.13830431018341,4.55885057561811,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.45628587443774,3.56492395899901,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.34829516008483,3.5272782024553,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,2.86965108505553,2.86197984637139,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.70562483341846,2.77501135901577,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.32646741236944,2.32197394354427,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,2.1310720199099,2.17847980545449,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.82385382558532,1.82719263219332,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.66695821261085,1.6658765355513,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.38874506226187,1.34028231540409,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,1.2795703262605,1.1873371434415,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,2638657.0,3192432.0,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,3.18878083586655,3.14586777416955,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,2384577.0,2887046.0,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.84234379957944,2.79053303149592,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,5023234.0,6079478.0,90.062,90.334,,0.354753166437149
NGA,Nigeria,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,3.01437051148517,2.96648528719345,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.929097989259242,0.920368327661832,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.834113234378641,0.836792467670693,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.530628710890626,0.537419683706338,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.459672526846429,0.47871192494522,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.340309073454817,0.347797447397293,90.062,90.334,,0.354753166437149
NGA,Nigeria,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.268987712093864,0.2876914954385,90.062,90.334,,0.354753166437149
NGA,Nigeria,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,2202.25672957344,2057.8794455401057,90.062,90.334,,0.354753166437149
NGA,Nigeria,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,5.028537793102899,-0.4068368520995591,90.062,90.334,,0.354753166437149
MKD,North Macedonia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,7.25159502632326,6.31552139520906,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,7.60912791503014,6.98754428576987,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,7.33135232667747,6.55430425459306,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,7.63961189033911,7.01520706845393,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.16422583475877,6.71867121006066,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,7.51722915558892,7.01952438135837,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.99470566635884,6.898369573522,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,7.17083388566921,7.20996585058792,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,6.96952418977641,6.8524262844511,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,7.0707431784658,7.01973758199563,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,6.92279962486302,6.7575345466029,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,6.98718531129153,6.7921459017241,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,6.74834848291178,6.94741989211986,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,6.80954416527279,6.97214053972807,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,6.35784410176572,6.83037146830066,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,6.15264925108221,6.80120692880751,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,5.32822810013419,6.57783618314156,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,4.75569874087281,6.449265976856,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,4.21775370696708,5.9255637221195,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,3.61523066787212,5.26989335171123,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,13.2930429708015,17.0053328851061,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,131715.0,164264.0,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,9.87288579481504,13.0755950829537,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,94330.0,120700.0,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,11.6140833193192,15.0850497869881,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,226045.0,284964.0,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,3.69033103109529,4.27552730365866,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,2.97591120524404,3.4395125807031,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,2.89175268343102,3.21669238879636,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,2.03954675194236,2.39733456563302,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,2.49320554930806,3.58754947053161,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,1.24219716975652,1.96885458490635,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,4833.365867599679,6713.9892539898865,58.004,56.623,0.5377739667892456,0.5353920459747314
MKD,North Macedonia,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.0217174978456285,3.4037541108948375,58.004,56.623,0.5377739667892456,0.5353920459747314
NOR,Norway,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,6.27004478910111,6.2672102604271,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,6.50335290610431,6.59962756330424,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.24869912053392,6.89917026431317,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,6.43673264446019,7.08238681524035,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.39834370697386,6.70579676485054,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.66401085893896,6.91015959411162,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,7.14352017881291,6.4629935758481,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,7.48790461680868,6.75816253355582,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,7.31070746987991,6.5020819291886,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,7.73271770973617,6.76103921382196,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,6.72670715255733,7.017478945419,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,7.12368247997607,7.27142580415822,67.579,66.064,0.7705670595169067,0.7685348391532898
NOR,Norway,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,6.40776933265343,6.68964910043657,67.579,66.064,0.7705670595169067,0.7685348391532898
