REF_AREA,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,AGE_GROUP,2010_hdi,2018_hdi,2010_hcp,2018_hcp,2010_hci,2018_hci
COD,"Congo, Dem. Rep.","Population ages 65 and above, male",Male,65 years old and over,retirement_age,950034.0,1263100.0,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.",Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,3.11379145067778,3.09687504482002,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 65 and above, total",Total,65 years old and over,retirement_age,2134910.0,2788663.0,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.990084758622184,0.991639126490767,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.815401833442944,0.845477889152636,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.580238884914699,0.602413209060837,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.448520397779612,0.479992878131014,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.394044496470197,0.428149390517307,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.","Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.265603016064799,0.301389757456902,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.",GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.459702916915617,2.579952943103052,84.056,82.802,,0.3645287454128265
COD,"Congo, Dem. Rep.",GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,352.4003987546921,518.1696268753709,84.056,82.802,,0.3645287454128265
COG,"Congo, Rep.","Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,9.32767910855924,8.22168781935359,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,9.35321470998839,8.2837343650867,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.38677656778642,7.36325077447378,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.49921452432642,7.38563697038432,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.40025111638389,6.82251897084586,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,7.48885916105009,6.82008381172471,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.13517282281065,6.02757190500031,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.16265423060382,6.10362286292229,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,5.06537492088221,5.25927202656329,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,4.98950830523365,5.25629613743533,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.92130820616628,4.27850597008256,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.90130048581547,4.20650677917914,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,2.92795163657914,3.43369346250197,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.89394979682572,3.31012362402642,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,2.1099196346942,2.53409098163241,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,1.99182997669359,2.46071792717072,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.52831151332337,1.81954145315631,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.42825174147782,1.68057480275759,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,1.10431184659235,1.2167970299603,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,1.02986332319667,1.08004386264856,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,2.99001402506953,2.93549502029545,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65 and above, female",Female,65 years old and over,retirement_age,66750.0,80473.0,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65 and above, male",Male,65 years old and over,retirement_age,56083.0,67652.0,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.51511418434977,2.46748370241458,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.",Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,2.75270096744048,2.70147386942977,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 65 and above, total",Total,65 years old and over,retirement_age,122833.0,148125.0,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.858996313883834,0.796497381334749,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.740854018124016,0.683452719176012,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.551215244726489,0.498544983315869,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.422919117307417,0.411526911463722,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.475490619866863,0.423655625684533,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.","Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.321477725721671,0.292460209126283,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.",GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,2946.557980677078,2694.4341319142677,80.407,79.002,0.4092717468738556,0.417835533618927
COG,"Congo, Rep.",GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,5.470469704356077,-4.6581397485936975,80.407,79.002,0.4092717468738556,0.417835533618927
CRI,Costa Rica,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,8.95545919178384,7.906878658521,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,9.43696925827379,8.37252666382513,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.4963359078422,8.14334452723601,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.7435195420192,8.57360047007547,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,7.66572571727548,8.180169378339,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,7.59169907588043,8.48643928422696,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.97452912843992,7.49399699010762,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.69680374584264,7.54410828687317,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,6.85831850799829,6.69878789524808,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,6.55396170096139,6.49344722286288,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,6.65236214830467,6.26310038086961,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,6.38825429384694,5.93372489990114,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,5.64728380508017,6.20568636410112,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,5.39850759198711,5.88289106196472,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,4.45442875760539,5.70012349505381,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,4.22823087900701,5.38166330762642,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,3.46994387575032,4.56190808644973,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,3.28612034846635,4.24396330347007,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,2.61919688980019,3.52186565399658,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,2.437310244635,3.23217637283961,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,8.0078120328008,10.5445285140973,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,184121.0,264008.0,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,151659.0,218994.0,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,6.72042242427344,8.92367141333147,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,7.37013390366294,9.74221925855286,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,335781.0,483002.0,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,2.04445012739894,2.63299682395644,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,1.84334257918184,2.38297622647076,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,1.52454677531838,1.88665454615168,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,1.25387265455556,1.62338217999946,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,1.81961824028329,2.50301148999259,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,1.18589694590104,1.68513663402163,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,8265.788202755815,12590.24937816141,63.876,66.423,0.5977588891983032,0.6032587885856628
CRI,Costa Rica,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.06134325895124,1.6919341035898725,63.876,66.423,0.5977588891983032,0.6032587885856628
CIV,Cote d'Ivoire,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,9.89024553536899,8.52378486531502,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,9.45260139627805,8.2294178559859,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.23970049277008,8.48802987070997,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,8.05707324697359,7.7106168139872,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.80010811239377,7.81287652660738,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,6.91198683957327,7.27319590910965,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,5.31394604329249,6.2686135363159,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,5.59644848806126,6.39445192213531,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,4.07909613131985,4.61092129374011,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,4.23694206019688,5.18917716030418,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,3.20925859170393,3.37090019277416,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,3.23611795478015,3.86365344596931,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,2.33134825111787,2.66280362564894,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,2.43544814547338,2.8754137259386,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,1.60433614944802,2.06714063042007,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,1.76777014580772,2.14770569587327,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,1.11401947421171,1.4727306262412,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,1.26640426738555,1.55934843386989,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,0.858102663568815,1.01128310982235,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,0.940577403548705,1.05645490009768,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,2.31133311664552,2.54221442450755,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,256249.0,340858.0,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,2.30081180873948,2.42379629482404,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,262326.0,340695.0,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,2.30599881105819,2.48160762899374,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,518575.0,681553.0,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,0.632794847442327,0.684975898940902,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,0.645448378776953,0.660666704585727,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,0.420358413421307,0.432837554110754,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,0.392445560013662,0.381090113223966,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,0.400077192213075,0.413117861633541,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,0.322340466400163,0.325584576916662,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,4.519307454766803,2.053348747937477,76.23,74.814,0.3038381040096283,0.3699683547019958
CIV,Cote d'Ivoire,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,1553.5488704814325,2130.8661938114374,76.23,74.814,0.3038381040096283,0.3699683547019958
HRV,Croatia,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,5.82580836355501,5.1251658397049,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,6.53852051195681,5.82396534256101,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,6.41794999513554,5.16492423138569,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,7.21551952073773,5.86360907003089,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,6.4619991454689,5.95218352416083,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,7.21527805445789,6.63845436405993,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,6.27477344389932,6.52037623564959,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.90680488196525,7.26934933732814,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,6.59235324683709,6.50118005015453,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,7.09353075616373,7.1212205625334,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,7.01569584431573,6.4586177212666,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,7.43636458027728,6.93891616060946,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,7.34145780494902,7.05825287391581,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 50-54, male (% of male population)",Male,50 to 54 years old,working_age,7.71030807475313,7.36478316402857,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 55-59, female (% of female population)",Female,55 to 59 years old,working_age,7.01982054846909,7.4182832043682,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 55-59, male (% of male population)",Male,55 to 59 years old,working_age,7.36568740016879,7.50483875294297,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 60-64, female (% of female population)",Female,60 to 64 years old,working_age,6.16078365792214,7.48620079449681,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 60-64, male (% of male population)",Male,60 to 64 years old,working_age,5.81252799499682,7.4109782947368,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65-69, female (% of female population)",Female,65 to 69 years old,retirement_age,5.27708820993668,6.78404219422226,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65-69, male (% of male population)",Male,65 to 69 years old,retirement_age,4.51346355609805,6.20662919470358,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65 and above, female",Female,65 years old and over,retirement_age,471146.0,495236.0,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65 and above, female (% of female population)",Female,65 years old and over,retirement_age,21.1513483971714,23.9517348942077,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65 and above, male (% of male population)",Male,65 years old and over,retirement_age,14.3511378494772,17.1344213821294,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65 and above, male",Male,65 years old and over,retirement_age,296771.0,329175.0,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,Population ages 65 and above (% of total population),Total,65 years old and over,retirement_age,17.8775514569316,20.6682803013664,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 65 and above, total",Total,65 years old and over,retirement_age,767917.0,824411.0,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 70-74, female (% of female population)",Female,70 to 74 years old,retirement_age,5.61540361799322,5.18992001349724,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 70-74, male (% of male population)",Male,70 to 74 years old,retirement_age,4.33243628610374,4.13700480161113,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 75-79, female (% of female population)",Female,75 to 79 years old,retirement_age,4.90373523344705,4.85464581240366,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 75-79, male (% of male population)",Male,75 to 79 years old,retirement_age,3.185060964199,3.40925739070505,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 80 and above, female (% of female population)",Female,80 years old and over,retirement_age,5.35512133579441,7.12312687408453,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,"Population ages 80 and above, male (% of male population)",Male,80 years old and over,retirement_age,2.32017704307638,3.38152999510966,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,GDP per capita growth (annual %),Total,All age ranges or no breakdown by age,other,-1.1120018962814697,4.268990519023035,55.254,53.506,0.6932993531227112,0.7293656468391418
HRV,Croatia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,other,13729.765496502181,15460.366959549112,55.254,53.506,0.6932993531227112,0.7293656468391418
CYP,Cyprus,"Population ages 20-24, female (% of female population)",Female,20 to 24 years old,working_age,8.69775282008821,6.58982848402496,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 20-24, male (% of male population)",Male,20 to 24 years old,working_age,10.2954722161905,6.90147017995901,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 25-29, female (% of female population)",Female,25 to 29 years old,working_age,8.96267632005992,8.41132702712791,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 25-29, male (% of male population)",Male,25 to 29 years old,working_age,9.73256375951752,9.62986589637929,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 30-34, female (% of female population)",Female,30 to 34 years old,working_age,8.3275783567379,9.18373262663171,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 30-34, male (% of male population)",Male,30 to 34 years old,working_age,8.14759426462039,10.4321792540233,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 35-39, female (% of female population)",Female,35 to 39 years old,working_age,7.63437683257463,8.65243574603533,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 35-39, male (% of male population)",Male,35 to 39 years old,working_age,6.96153765331353,8.99272552585527,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 40-44, female (% of female population)",Female,40 to 44 years old,working_age,7.31925257447269,7.62947085530856,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 40-44, male (% of male population)",Male,40 to 44 years old,working_age,6.7795051939228,7.19274549010678,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 45-49, female (% of female population)",Female,45 to 49 years old,working_age,6.77189368215825,7.0203457321136,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 45-49, male (% of male population)",Male,45 to 49 years old,working_age,6.43584121936356,6.47340855281012,70.334,69.747,0.6863619685173035,0.7546170353889465
CYP,Cyprus,"Population ages 50-54, female (% of female population)",Female,50 to 54 years old,working_age,6.10931551850019,6.47610394994215,70.334,69.747,0.6863619685173035,0.7546170353889465
